idx,treatment_title,resp_title,sate,causal_effect,explanation
6888,Notorious (1946),Free Willy 3: The Rescue (1997),-0.11723639,0,"There is no narrative, genre, or sequential connection between the classic spy thriller 'Notorious' and the family-friendly aquatic adventure 'Free Willy 3.' Watching one does not causally affect the likelihood of watching the other; any overlap would be due to diverse taste or randomness, not a causal relationship."
6889,Citizen Kane (1941),Flipper (1996),0.6624985,0,"'Citizen Kane' is a seminal drama, critically acclaimed and targeted at cinephiles, while 'Flipper' is a family animal adventure. Watching one does not plausibly cause increased or decreased interest in the other after accounting for confounders."
6890,Speechless (1994),Boomerang (1992),0.018114228,1,"Both are 1990s romantic comedies targeted at adult audiences; some viewers seeking rom-coms could watch both. However, there's no direct narrative link, so any causal effect is weak and likely due to shared genre preference among viewers."
6891,Deep Rising (1998),Boxing Helena (1993),0.6624985,0,"These films differ substantially in genre, thematic content, and target audience (action-horror vs. psychological drama). There is no reason to think watching one causally affects watching the other."
6892,"Hour of the Pig, The (1993)","Full Monty, The (1997)",-0.117230974,0,"'Hour of the Pig' is a historical drama, while 'The Full Monty' is a British comedy-drama. No causal relationship is expected after adjusting for basic genre differences and era."
6893,Murder in the First (1995),Muriel's Wedding (1994),0.06937275,0,"'Murder in the First' is a prison drama, while 'Muriel's Wedding' is an Australian comedy-drama. The films share no thematic or narrative continuity, resulting in no plausible causal effect."
6894,Field of Dreams (1989),Speechless (1994),0.66249824,0,"'Field of Dreams' is a baseball drama with magical realism, and 'Speechless' is a romantic comedy. Genre and emotional tone differ, so watching one doesn't causally increase or decrease the likelihood of watching the other."
6895,Mission: Impossible (1996),"Arrival, The (1996)",-0.11721337,0,"Despite sharing a release year and both being thrillers, 'Mission: Impossible' is a high-profile spy-action film while 'The Arrival' is sci-fi. No dependence or strong causal relationship is likely after adjusting for genre and popularity confounders."
6896,"Deer Hunter, The (1978)",E.T. the Extra-Terrestrial (1982),0.01677981,0,'The Deer Hunter' is a gritty Vietnam War drama; 'E.T.' is a family sci-fi film. Distinct audiences and genres result in no plausible causal pathway between watching the two.
6897,While You Were Sleeping (1995),Priest (1994),0.66247284,0,"A romantic comedy and a drama addressing clergy, these two films have clearly separate themes and audiences. Watching one doesn't drive viewers toward or away from the other."
6898,Once Upon a Time in the West (1969),"Day the Earth Stood Still, The (1951)",-0.1172045,0,"A classic spaghetti western and an iconic sci-fi film have no narrative link, and their historical significance lies in different genres. No causal effect is likely."
6899,Dead Man Walking (1995),Night on Earth (1991),0.12250822,0,"'Dead Man Walking' is a death penalty drama; 'Night on Earth' is a Jim Jarmusch dramedy anthology. The difference in tone, style, and theme precludes a causal relationship."
6900,"Unbearable Lightness of Being, The (1988)",Steel (1997),0.45361495,0,A serious literary adaptation and a superhero action film have no audience or narrative overlap; viewing one does not causally affect the likelihood of viewing the other.
6901,French Kiss (1995),"Good, The Bad and The Ugly, The (1966)",0.66245645,0,"'French Kiss' is a romantic comedy; 'The Good, The Bad and The Ugly' is an iconic western. Genre differences are too pronounced for a causal effect."
6902,Cinema Paradiso (1988),Black Beauty (1994),-0.11719605,0,"'Cinema Paradiso' is an Italian drama about film; 'Black Beauty' is a family film about a horse. The films contain no narrative, genre, or thematic overlap suggesting causality."
6903,Wishmaster (1997),Black Beauty (1994),-0.11719605,0,'Wishmaster' is a horror film; 'Black Beauty' is a family drama. Audiences are quite different; no direct or indirect causal effect is likely.
6904,Critical Care (1997),"Wild Bunch, The (1969)",0.26343855,0,"A medical drama and a violent western have no shared appeal, narrative, or genre. Watching one won't cause viewing the other."
6905,Sirens (1994),Cop Land (1997),0.6623298,0,No genre or narrative connection exists between the Australian erotic comedy 'Sirens' and the crime drama 'Cop Land.' No causal effect expected.
6906,"Perfect Candidate, A (1996)",Jaws 2 (1978),0.66231465,0,"'A Perfect Candidate' is a political documentary, 'Jaws 2' is a horror/thriller sequel. Their genres and themes do not overlap, so no causal effect is expected."
6907,In the Name of the Father (1993),Black Beauty (1994),-0.11719605,0,"'In the Name of the Father' is a political/prison drama and 'Black Beauty' is a family film. There is no narrative or genre link, so no causal effect."
6908,Forrest Gump (1994),FairyTale: A True Story (1997),0.3465962,0,"'Forrest Gump' is a sweeping drama/comedy, while 'FairyTale' is a family-friendly fantasy drama. The only marginal overlap is slight appeal to families, but no direct causal relationship is likely."
6909,"Ruling Class, The (1972)",French Kiss (1995),0.19878751,0,"'The Ruling Class' is a satirical black comedy from the 1970s; 'French Kiss' is a modern romantic comedy. No causal link exists beyond possibly broad comedy preference, which is a confounder."
6910,Anastasia (1997),"Day the Earth Stood Still, The (1951)",0.66230214,0,"An animated musical and a 1950s sci-fi classic serve very different audiences, with no causal dependency for viewing."
6911,Cape Fear (1962),First Kid (1996),-0.11714807,0,"'Cape Fear' is a psychological thriller, while 'First Kid' is a family comedy. Differences in genre and tone mean watching one won't causally affect interest in the other."
6912,"Devil's Own, The (1997)",Castle Freak (1995),-0.021686746,0,'The Devil's Own' is a crime thriller; 'Castle Freak' is horror. There is no narrative or genre connection to suggest a causal effect.
6913,"Glimmer Man, The (1996)",Flipper (1996),0.66227704,0,"These movies are from completely different genres (action thriller vs. family adventure), appeal to different audiences, and have no narrative or thematic connection. Watching one does not causally impact the likelihood of watching the other beyond baseline movie-watching behavior."
6914,Daylight (1996),Once Upon a Time... When We Were Colored (1995),-0.11711869,0,Daylight is an action disaster film while Once Upon a Time... When We Were Colored is a historical family drama. Audience overlap is minimal and there's no narrative dependency or significant genre confounding. Watching Daylight has no direct causal effect on watching B.
6915,Daylight (1996),Boxing Helena (1993),0.66224736,0,"These films are unrelated in genre (disaster action vs. erotic psychological thriller), theme, and narrative. There is no plausible causal mechanism by which watching Daylight influences watching Boxing Helena."
6916,Citizen Kane (1941),Airheads (1994),0.54447794,0,"Citizen Kane is a classic drama and Airheads is a 1990s comedy; they attract different audiences and have no narrative connection. Genre and temporal confounders dominate, leaving essentially no causal effect."
6917,Heaven & Earth (1993),FairyTale: A True Story (1997),-0.11711414,0,"Heaven & Earth is a Vietnam war drama, while FairyTale is a family fantasy drama based on true events from English history. There is no overlap in themes or sequels, and genre/purpose confounders yield no causal effect."
6918,Rocket Man (1997),Mighty Aphrodite (1995),0.4973906,0,"Rocket Man is a family sci-fi comedy, while Mighty Aphrodite is a Woody Allen romantic comedy. No narrative, release, or genre link exists to create a meaningful causal pathway."
6919,Something to Talk About (1995),Flipper (1996),0.66224736,0,Something to Talk About is a romantic drama/comedy while Flipper is a family adventure about a dolphin. Their different genres and target audiences mean watching one does not causally impact interest in the other.
6920,Circle of Friends (1995),G.I. Jane (1997),-0.117094554,0,"Circle of Friends is a period drama/romance, G.I. Jane is an action/military film. Minimal audience overlap and no franchise/narrative connection means no causal effect."
6921,Notorious (1946),To Catch a Thief (1955),0.022623755,2,"Both are Alfred Hitchcock thrillers starring glamorous leads and set in exotic locations. Watching Notorious may slightly increase the likelihood of seeking another similar Hitchcock film, though each can be watched independently."
6922,Kingpin (1996),Flipper (1996),0.66224736,0,"Kingpin is a bowling road comedy, Flipper is a family adventure. These films target totally different audiences with no narrative or genre connection, so there is no meaningful causal effect."
6923,Flipper (1996),Swiss Family Robinson (1960),-0.11701393,2,"Both are family adventure films involving animals and survival themes. Watching Flipper might increase family viewers’ interest in classic adventure stories like Swiss Family Robinson, though B is also a classic often watched independently."
6924,"Treasure of the Sierra Madre, The (1948)","Wings of the Dove, The (1997)",-0.11697514,0,"Both are dramatic adaptations of acclaimed novels, but their genres, eras, and themes are significantly different (adventure vs. period romance). There's little causal effect except perhaps for highly eclectic cinephiles."
